path	sha256	content_class	observed_declaration	normalized_spdx	license_references	module_license_metadata	source_origin	modification_status	patch_ids	redistribution_review_state	copyright_notices
drivers/innosrvkm/include/rgx_cr_defs_km.h	9b132e0bc38d0460b94207e8c1d8c8bfecfd28a938f910427b0babcc20a20366	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_firmware_boot.h	f9cb2c7e543150b5659dbbb7b53f99b82c3822f0f63f265502b43d20c479fb5a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_fw_info.h	72f68fa45275990543bee0ceaf41dd3672fee9157696fa4194a27f9f643f5132	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_fwif_hwperf.h	c42dfff5d123993bff8b18af7c52db3b650a9b86cce7c601b06a252bfea79af4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_fwif_km.h	c6464f75b719a41b7dc2bd124e18e7df8a25738dc02113db592ad8b7db537d2b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_fwif_resetframework.h	944cfef1a762fe824c2a39ab237eaab523825b99e68f8ec796ac46f86db2928c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_fwif_shared.h	e816efbeae414a572e0d33b6ff5323956ce70ffa6331a1df825a013a6580dfc0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_heap_firmware.h	58185b6c0c3633095af8d59c3918a56ed5566b283a93056823e64ab9f729aba3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_heaps.h	455527b1da44db63d38b6e8020e4cc4a74bc8b656cbc10e3b4c693940f9e012a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_hwperf.h	28f1690aaeb1c68f14d4511015ac0db2eb8e673b327de26330381f115fdd46e8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_hwperf_common.h	92038fe44aa5ec14715c8932fb0d37ef8acb55ee38791a85ade04cc0640c76bc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_hwperf_table.h	e5bce35838318d513bbbfcff1d2b4c0508889b6550ff57140704f614df7c3cbf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_memallocflags.h	501f0274df82d76af13b4dabccca149e0702a17b4734313b22cb4d1b064b7c12	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_meta.h	2b2c93c7c92602e101bb90245f2c574c4fe61a91a2f2bfe15b458c7b7f2fcebe	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_pdump_panics.h	758f92be06004d433179cbcdffb857e0ba8e3425644b92c9ec8a4eafdc0cfcbe	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_riscv.h	681fa580efbf868632fe1cd4c7b5dae957ac06f6c24da5a8fab87386a3977934	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxapi_km.h	e2f6461d9bb35af2674f3bdf4f6b09916747d561a30bda0ec89f519bd430341d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxccb.h	260af3653fa48ba9f691d713eb151fd66c4f8a136a5cce0ae6d627f77da57367	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxdefs_km.h	e37652e617c888f44d4e70d3374cff625d062855f02897a5391d8ae98e8738a1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxdevice.h	f90768929081851b2949663c1c6303a5227f72a2b4ae3e140a31f082b8892b50	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxfwmemctx.h	3c3f8a3ca973b424dd05025f149658ac6102a7ad67a78734c5c5c0c8a4b0fed6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxfwutils.h	3344538e24337b5e4a25bd5c694aa516ed32dfbd893cc921b5d211f8031c578a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxgpuutil.h	0a4be9a3bd07b531cd2705e4ddf79c6cc46af82e1771b71f30b44fb12492125d	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/rgxheapconfig.h	cbd385b82a2f96a7e68427489c395a33e2924ea5c4087838ffae2f0a1b80cce9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxhwperf.h	f8ad44af8e500cc2064ab25dd48df08bdfc0b8a20506ecd173ef5fecd2af17cc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxhwperf_common.h	72d10857266a42c27fd04436473e3f7de6da5b7707e2363389fd59132cba8943	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxinit.h	92d84ba172139b322cb0486768618255ff9aedbe2cbbd0f337d76d5307e3fe0a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxinit_apphints.h	1332312c8ec2e79e1c322eed7281d3d31e5beacf85aeed6daf818706770e0a59	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxlayer.h	edd16ea805b112eae7fdff2ecc46e4b57cccd660721e580ff1f9d1bec0f5cb34	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxlayer_impl.h	d96ed2861d551cb608ab06b8e4de6737eec4722d5047f9a3e1dc820f4d4607ed	strict-confidential	Strictly Confidential	LicenseRef-Strictly-Confidential	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-confidential-rights	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxmem.h	f85cc36dd023c0b17132178ccc039112ec5c8927011b01fd7c8f8fd3046c2cbf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxstartstop.h	90801924598a1ecfeb2f15d402aa9a13e440fab5d8ce6235e0bfaea34f49fe51	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxta3d.h	cb94e85d766caa11b9123fcd3f2af93463641f5abb1d5b38130e3e89a88882dc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxtimecorr.h	8c589138a1b5803f88ce074a1bae5a5619731fa157aab6ffe43b1946f80565b4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgxutils.h	e48701552792e39fe3eff09101ed2fbf417c3c4cc392391af0d838c64264235f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/ri_server.h	2a29f8ebcdb7e1470b38fe8a2a61e4c8efd7f94ec4792a28bc6b9b60b051ee8f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/ri_typedefs.h	b24e58062c4880d56072208224c56db9c9ac2a69ce85e1ab0434bc0947e9f1ab	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rogue_trace_events.h	c928be2809f158d391a18f68fcc754a3f2cd1f67a238eff11ea22f6be4dd71e0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/services_kernel_client.h	2a780099f7a6b3760f40708a83ad0c1ebfe125c3b967071b2886341296797034	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/services_km.h	86f09e576529b97eaae3d38074b7626f579d698a9153194cd932dd692938c634	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/servicesext.h	1fe2555f2e7a2f76d51fdbe55f6ed33e003a87f4360314af3c6ace0ecd0cc933	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sofunc_pvr.h	31dbd7c2dc5bf4949b85c7a9e8cbe4e8228d54430a7cc48157b223804dc9a51c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sofunc_rgx.h	3bd941ff09f7e7ac0f2c40046b6270ca8ef5548935c925e56280e626fa4bf561	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/srvcore.h	b0a29a8bde47d3effdc0bef8936dd2b375112967ea02984895f435f73477dc2c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/srvinit.h	d33b636381e3ceaf05192f55f3861046d289144ff866d595a89abc88ac1ec944	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/srvkm.h	659fc3b365b34e9f14ed371c45e356a984c488f586cb4ae6d1ec456d3fb5dda9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sync_checkpoint.h	2f049c1eb31fb339b8b79a4d019b0626d349cf12e198415112f79814c8c034e7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sync_checkpoint_external.h	31ef746a02d3921a9872cbb2190c64348c4dc010412ee4f4d72bd50739b82ecf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sync_internal.h	a8d5acb21aeee2393928f41ee58a4d2686e049b7c64f15f3ce6dbd486f5f3573	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sync_prim_internal.h	9deb049692d2d177c980ada954239929892b25fc5d2c09c9fc34f024a74b8397	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/sync_server.h	7c6ac74e8be6c5b1cdb8f962cdddd6a8816c7d763a739c41ad7f235cc0a8504c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/syscommon.h	90fa8927d440403bc7f1a3cf328d59d680a73a842ead28cd0c56d83cfef88f08	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/sysinfo.h	c4f120dc6078f891fa88bf32875c993813804c41aa0d512300e5b66fb41ff883	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/tlclient.h	9e00ec2970d8798b8c902eb729bbcd3175aa7186579302ca398cc9ee8db54a5c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/tlstream.h	8d032f33d34dd50d003d5f890804fa044b78a8d2ff34ed5b856d1146f1a06043	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/trace_events.h	9b8eddef4086b7565b18ab2563ee1361b2c1f58fc8603464f61585b76943dae2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/vmm_impl.h	8911e9b50d7d46200a2ab4ff91a04fab2c1e92f17a19299830263b7e5d8e2bae	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/vz_vmm_pvz.h	878fe0917d460d8f611028531704f52014fc71fb0d39a4d3810ff38f5f94c466	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/inno_apphint.c	f9dddc4681607d072268370196e05cc3e37de522fffb3c21a853679648fdabab	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/inno_debugfs.c	6a1ea07be6c35d68a4fac785a015096726ad2a094798d15ad4eeea75eca37ca8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/inno_physmem_dmabuf_helper.c	0a668575ddbd0b092e4ef112e0221b515cdc85a939732493ed6c7b7be334132e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/inno_pmr.c	109d95e6ae3a0efd5929df596d35a7a9038985e59d8004e87d227608f37b72c8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/inno_pvr_spec.c	17900f16f5dfca9ff3cd379caf5d890eff54602b7a296f9e884163c36c788f4a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/inno_trace.c	0cd72f3363ba86db66779507b876c35ab43ec5389c3e4fb18119770a1196bf28	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/innoaudio_chip_common.c	d42ef0e8abaeac4204ec89e5345799742510d2f8da0f99d06c59359560fad865	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/innoaudio_drv.c	76aec39d8c512a4dc64ed8d61bf2d1fd7b462b93e495acc35229109892c3fdc5	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innoaudio_print.c	51e0161d6d1959b5503bd170f96bd52cbca35a3fe7c4e874a1d33d2461e51bd2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_audio_api.c	2d0a1afd30460aa3136f0b3562387f57f9ae3a475422f85058052deef267d6a2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
