path	sha256	content_class	observed_declaration	normalized_spdx	license_references	module_license_metadata	source_origin	modification_status	patch_ids	redistribution_review_state	copyright_notices
drivers/innosrvkm/include/common_rgxfwdbg_bridge.h	e4a534bacf0dbd3a366fef0fc733a91b2156e52f5816936647635c286e590eae	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxhwperf_bridge.h	f25059339c7e70fcf464a6464349f5011413bb272bebe9130a6efd3c7816a0b7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxkicksync_bridge.h	26c743e665816f971ba692ddde0484f437e46409e7960757263173e9c2c0a8c9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxray_bridge.h	87ac3cfff8142d16a20754367b6f681d7e005f61a0f037e04a62d1155d2a6396	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxregconfig_bridge.h	34c66ecc9bd48e4c9213275e169f81ceea1d0f462ee5b63428aaed23efdf0cdd	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxta3d_bridge.h	b0c35c01eed6f68c40ec24a526c0aa430932a439151a17a3a36865c92c0bc61a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxtimerquery_bridge.h	9ad654ff3fb0c5138ac5b587623a76f610d8f596645919511248cba51974e2f6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_rgxtq2_bridge.h	1a5389ffb3b2699a86cf40bc380951cb553284a8a6f1ce82baace645260e86f4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_srvcore_bridge.h	63bd1b98e01c8001119a7f7f9dcceab37ea18c1ab615605ccb6ccabe4b31e851	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_sync_bridge.h	2dc9ed259beb06f80f1b5faeff939df059b82d08cd9f131abc048e64afbdec02	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/common_synctracking_bridge.h	a2c92f23da279f4b5866719b795fdb78b3c8d03e1f9f244ce8b4f6a62b17bd2d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/config_kernel.h	78efc2d53e5bd03e889488eb39f713e0581348ff0339b0d4ccd23c5387bd6dec	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/configs/rgxconfig_km_35.V.1632.23.h	22e571bcb4cd8c673ba2f2e1c0820e34c11638e8f54ff7606d6e6bdfa99bab70	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/connection_server.h	3687c9408d25805092be824a25fbe67fbf4ecfd921fca865c4d8ab9fa2e1c439	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/cores/rgxcore_km_35.2.1632.23.h	929694e40d2bc92ebce11577d1ee67421e5825c688536784040b81c265f6de37	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/cores/rgxcore_km_35.4.1632.23.h	6d156893916b1993ae888f000d4c7b438f3c7c9c378a63e969eef55ce72aa464	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/debug_common.h	4ab348ad0f13145cc6118454166ff87c83fa7e44c4438237adb6f4d6e9c22061	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/device.h	786594b92cd369301d90935ae3b26042d7b800c6198549fbeb434bc534ed5307	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/device_connection.h	7a64596edb7e55eab2859b7d531384893c5fbcbbc001c1ca880ad4f46a802bb0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem.h	01a2560e6cbbeb616b4e2784664ceb84e06028a21138695fc52fd9bf40c934e1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem_heapcfg.h	c277eff2b74445c2176b825d20fd30b1e122e1def27e32b6e4221fdd3772f536	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem_server.h	40d076dc8fd4f0f2d49606aab45cab2a603d024d3297ab8a80db1b61e4c16250	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem_server_utils.h	0c5cf681ff09ac170ff07f935c9735a769449a6dd6ac8c87bb34ee475f91b184	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem_typedefs.h	a5f83ab79f13222493d2eccb7615791723a50c92aec16d18ebd637381735fa5b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/devicemem_utils.h	edc99a2896701a80fd57ef9c56053937f12712c9e28281109b6c92454553b551	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/di_common.h	5b1822784bae05f19f2ad70b38d99829ed29324a53f4a956e50d603da242d58c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/di_server.h	de4e5bc62be50c4e8d8f8be283576a02d7ad7602610734c16162ce4b282ac8d2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/dllist.h	af9aeb98c943fdcd04d4264c1e21130cfe7479852ef252f1b5ba5499eb824972	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/dma_km.h	61d1409a491587054d71805fb1be37cd27c5054864ce6139d3ebbbb3c771bad0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/dma_support.h	630a24cff29e0e0708b5c977cf5998c77ba75e9a217588cf14f9b6c873cd7e3e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/env_connection.h	7774a968f36e5e8af0b1d3ec759f8e417e7f0b18c73148af8b1ebe318cd31fbf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/event.h	0c1c0c835f5af89911e697a388e59266b7d18721f7cb75ae040b7da0e826cdb6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/fwload.h	2398497fe508ea00cd34a8796ff10a03d30b21cec35b9a65082920f561ddb711	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/g0_pdp0_hw.h	3e81ccfdf3fc4776c304e26fe1ab84663aa290d8eea00b0c0ddd32aea240f5c0	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/g0_soc_audio.h	2e5e159a3ae2d58f5143c9ba8b6aa2724c3691b3f5bf106b701eb4d0cf4659b7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/g0m_pdp0_hw.h	2e2c608759622612dec6046296c9d40be07db05ab705e55a9d245a3e66871e78	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/g1_pdp0_hw.h	bec88a7a739864e84b9bd7ce430a5ca81671157e6e82598d99fd47238f4ae368	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/g1_soc_audio.h	8fe7edebe4bfc32b2189a3e0b197e88d955fed6ccb8b8a861f1474611a132fd6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/g1p_pdp0_hw.h	0d3a8e3590be1a1112f0b359775d918a97157b513549a6e72c9073ee9772f588	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/g1p_soc_audio.h	cd29e74848e5163ac04c94c307e5c459e4169741da53bb8568d686d36db6b694	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/g3_ne_hdmi.h	83b45ef8473c3cbc4c5e8909c136e9ee63fb61d6a130650f76c46858b4ffe1ae	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/g3_pdp0_hw.h	7f1987efad796b84052ee754b5eb6046c9bb632b796f6ef6c1d3eeda344285d3	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/gen_g3_ne_hdmi.h	37e444495b7e2140072663cffb7d7cd8cc91c4ebfb7faf5596953be514549a92	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/handle.h	6db258d4d7b6628234f69382280d67dc1b5ad01ef22b0df3276584be4a40bfae	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/handle_impl.h	2820f8f02c6490c632cefc360621633757b0e285192febd751b3336fbb297ad4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/handle_types.h	c8fab74a7fd305f07f03a5b7fa7cb1ca02b88c4cee8f87187e37c04ae7eda82c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/hash.h	c863d8664262557bae4b4fbd31082284b03c57d656d76a2082163b7823963663	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/htbserver.h	da0427ad7432597f8eeddfb8ebaf392ef2f456e7495efe2ce6e24eb796465d70	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/htbuffer.h	e0500e5fc372a388cc4b430a0bd28911e7a57afd8bde24fc583b0912215e0d46	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/htbuffer_sf.h	6b14146b04e7bbcf8c765374baa1f1ffed3519b0e9f04492f5bd2c9baf61d11a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/htbuffer_types.h	36f710a5c02b5a0e5348625eb7a5b334e00f7cca363ab984aecfc6981272752b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/img_3dtypes.h	5be8f202f1632d5d8ab65ea8e9dc912fd4dccf08404cfdb4264191598b57fa38	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/img_defs.h	bd49efba6ee083d204a98edfba017f91853fadfaf0344d9cb885a07d683e03ad	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/img_drm_fourcc_internal.h	be995bb801db4687f84880d4ac24de05082d8e6693ab1aaaaeed39a8653b9292	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/img_elf.h	e203123b68ff733d0ad63cc207692110a06713b20e914cd9de0adef0135ecc78	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/img_types.h	d3ee3b19423811b9f3c8ce12ba9e94d7c4b74e95dcb32bc5c3e17d1c97841b18	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/info_page_defs.h	7dc2c6304ee78f741007a92a66f5e49e562eebbfee8b73361013d796e17db2d9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/inno_debugfs.h	2153a2e5ae4390348e612d2f6340dc59cb78d02c4f039951a93091e4469a9613	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/inno_drm_version.h	cd7f8067a0db443d953c9cb0f4add539ef09299d758b4c72fa7de966b974dacf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/inno_physmem_dmabuf_helper.h	92910905a7abf1253f9e3ca61633cf33267b6b33a8cdab5fac30211a01a03c8d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/inno_pmr.h	c31d5f3169c87dc760ca5acad75c84bd1857f8309f238c3c348388effa2647e3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/inno_pvr_spec.h	3e0884ada1151e2bb3e216dace82599b588ddb0d5e0815d2f72293dcd0ba13c2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/inno_trace.h	8a86a87d24821c506a023fc53b7998c240ad43195ca0dd78dfe29429d55388d4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/innoaudio_chip_common.h	2ea4dbc73e2a2e41053ad52a73b731ae80828c0886a3f5ac3a9750794b76ef06	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innoaudio_drv.h	24ab44e2a838a7c5c030f46c78a567f6f999e807a51e85ef22812db401f1f903	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innoaudio_print.h	7ff3d02049471e9df59421e35f824cd646186eaa046c01cc48d3ca11900a2535	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_audio_api.h	363863612f06fb3c213eb5601b18aa2c0429aa4ee6282430013e0ca33c9ef1eb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_common.h	c27d54ef6acb8f4d70013ce4ec368f0e284d9812b1d636aa282ba1a77ecfb592	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_common_drm_panel.h	15e4123db9da73ea8fdbfebc03e5979c9c789262ad7b023cdde23c7f793078a8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
